publish_date,outlet_id,conflict_id,sentiment,sentiment_category,sentiment_intensity,article_count,normalized_sentiment
2011-11-01 00:00:00,75,14,0.0755608766233766,positive,0.0755608766233766,2,0.0377804383116883
2011-11-01 00:00:00,76,14,0.0333333333333333,neutral,0.0333333333333333,2,0.01666666666666665
2011-11-16 00:00:00,48,14,0.0492667539179167,neutral,0.0492667539179167,1,0.0492667539179167
2011-12-09 00:00:00,12,14,,neutral,,1,
2011-12-10 00:00:00,75,14,0.0948648648648648,positive,0.0948648648648648,1,0.0948648648648648
2011-12-11 00:00:00,75,14,0.0331372549019607,neutral,0.0331372549019607,1,0.0331372549019607
2011-12-13 00:00:00,76,14,0.1714962121212121,positive,0.1714962121212121,1,0.1714962121212121
2011-12-14 00:00:00,7,14,,neutral,,1,
2011-12-16 00:00:00,35,14,0.0302232854864433,neutral,0.0302232854864433,1,0.0302232854864433
2011-12-29 00:00:00,48,14,0.0881185807656396,positive,0.0881185807656396,1,0.0881185807656396
2012-01-18 00:00:00,47,14,0.070022755022755,positive,0.070022755022755,1,0.070022755022755
